항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,입항일시,출항일시,CIQ수속일자,수리일시,항해구분,MRN 번호,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,"외항:한국인선원수
내항:해기사선원수","외항:외국인선원수
내항:보통선원수",승무원승선수,승무원하선수,승객승선수,승객하선수,승객,예선,도선,부선호출부호1,부선호출부호2
부산,100668,1 배상호,2024,093,최종,내항,입항,80,2024-07-18 09:15,2024-07-18 12:30,,2024-10-14 09:34,기타,,*LP,01,대평동호안,기타항,기타항,석유제품 운반선,0,1,0,0,0,0,0,N,N,,
부산,100668,1 배상호,2024,093,최종,내항,출항,80,2024-07-18 09:15,2024-07-18 12:30,,2024-10-14 09:34,기타,,*LP,01,대평동호안,기타항,기타항,석유제품 운반선,0,1,0,0,0,0,0,N,N,,
부산,DSON4,한바다,2024,006,최종,내항,출항,"6,686",2024-07-18 09:42,2024-09-09 13:54,,2024-09-09 16:30,"실습선,관공선",,MBH,01,한국해양대학부두,기타항,기타항,관공선,30,0,0,0,0,0,0,Y,N,,
부산,DSON4,한바다,2024,006,최종,내항,입항,"6,686",2024-07-18 09:42,2024-09-09 13:54,,2024-09-09 16:30,"실습선,관공선",,MBH,01,한국해양대학부두,기타항,기타항,관공선,27,0,0,0,0,0,0,N,N,,
부산,941235,제301광양,2024,015,최종,내항,출항,85,2024-07-18 09:45,2024-07-19 05:00,,2024-10-11 14:22,기타,,*LP,01,대평동호안,기타항,군산,견인용예선,2,1,0,0,0,0,3,N,N,,
부산,941235,제301광양,2024,015,최종,내항,입항,85,2024-07-18 09:45,2024-07-19 05:00,,2024-10-11 14:22,기타,,*LP,01,대평동호안,기타항,군산,견인용예선,2,1,0,0,0,0,3,N,N,,
부산,BAMB,JIA DE 27,2024,002,최종,외항,입항,921,2024-07-18 09:50,2024-07-18 09:52,2024-07-18 09:51,2024-07-19 15:36,기타,24NAMCA018I,WAN,03,남외항 N-3박지,OCEAN DISTRICT,ZHOUSHAN,원양 어선,,23,13,,,,,N,N,,
부산,BAMB,JIA DE 27,2024,002,최종,외항,출항,921,2024-07-18 09:50,2024-07-18 09:52,2024-07-18 09:51,2024-07-19 15:36,기타,24NAMCD018E,WAN,03,남외항 N-3박지,OCEAN DISTRICT,ZHOUSHAN,원양 어선,,36,13,,,,,N,N,,
부산,230024,경성호,2024,053,최종,내항,입항,200,2024-07-18 09:55,2024-07-19 03:35,,2024-09-05 17:02,기타,,MW5,01,5물량장 1선석,진해,울산,석유제품 운반선,3,1,0,0,0,0,0,N,N,,
부산,230024,경성호,2024,053,최종,내항,출항,200,2024-07-18 09:55,2024-07-19 03:35,,2024-09-05 17:02,기타,,MW5,01,5물량장 1선석,진해,울산,석유제품 운반선,3,1,0,0,0,0,0,N,N,,
부산,961095,광일호,2024,186,최종,내항,출항,68,2024-07-18 09:55,2024-07-25 07:50,,2024-08-09 15:28,기타,,*LP,01,대평동호안,기타항,기타항,석유제품 운반선,2,0,0,0,0,0,0,N,N,,
부산,961095,광일호,2024,186,최종,내항,입항,68,2024-07-18 09:55,2024-07-25 07:50,,2024-08-09 15:28,기타,,*LP,01,대평동호안,기타항,기타항,석유제품 운반선,2,0,0,0,0,0,0,N,N,,
부산,970714,11보경호,2024,027,최종,내항,입항,149,2024-07-18 09:55,2024-07-21 07:20,,2024-07-22 12:58,기타,,MW5,01,5물량장 1선석,기타항,기타항,석유제품 운반선,2,0,0,0,0,0,0,N,N,,
부산,970714,11보경호,2024,027,최종,내항,출항,149,2024-07-18 09:55,2024-07-21 07:20,,2024-07-22 12:58,기타,,MW5,01,5물량장 1선석,기타항,기타항,석유제품 운반선,2,0,0,0,0,0,0,N,N,,
부산,DSFU2,PANSTAR DREAM,2024,084,최종,외항,입항,"9,759",2024-07-18 10:00,2024-07-18 15:00,2024-07-18 10:00,2024-07-18 16:33,기타,24PSLCP085I,MBF,12,국제여객터미널 12선석,OSAKA,OSAKA,국제카페리,16,32,3,1,130,241,241,Y,Y,,
부산,DSFU2,PANSTAR DREAM,2024,084,최종,외항,출항,"9,759",2024-07-18 10:00,2024-07-18 15:00,2024-07-18 14:00,2024-07-18 16:33,기타,24PSLCB086E,MBF,12,국제여객터미널 12선석,OSAKA,OSAKA,국제카페리,17,33,3,1,133,241,133,N,N,,
부산,060333,15영신,2024,414,최종,내항,입항,40,2024-07-18 10:05,2024-07-18 12:40,,2024-07-24 16:51,기타,,*WN,01,남항 물량장,기타항,기타항,기타선,1,1,0,0,0,0,0,N,N,,
부산,060333,15영신,2024,414,최종,내항,출항,40,2024-07-18 10:05,2024-07-18 12:40,,2024-07-24 16:51,기타,,*WN,01,남항 물량장,기타항,기타항,기타선,1,1,0,0,0,0,0,N,N,,
부산,222801,68세한호,2024,025,최종,내항,출항,299,2024-07-18 10:05,2024-07-19 01:30,,2024-07-22 09:36,기타,,OLD,01,동명호안,여수,여수,석유제품 운반선,3,2,0,0,0,0,0,N,N,,
부산,222801,68세한호,2024,025,최종,내항,입항,299,2024-07-18 10:05,2024-07-19 01:30,,2024-07-22 09:18,기타,,MS5,01,신항 5부두 1선석,여수,여수,석유제품 운반선,3,2,0,0,0,0,0,N,N,,
부산,120039,삼성호,2024,038,최종,내항,입항,223,2024-07-18 10:10,2024-07-20 14:30,,2024-07-30 08:44,기타,,WAN,03,남외항 N-3박지,울산,울산,급유선,4,0,0,0,0,0,0,N,N,,
부산,120039,삼성호,2024,038,최종,내항,출항,223,2024-07-18 10:10,2024-07-20 14:30,,2024-07-30 08:44,기타,,WAN,03,남외항 N-3박지,울산,울산,급유선,4,0,0,0,0,0,0,N,N,,
부산,080957,2상훈호,2024,101,최종,내항,출항,125,2024-07-18 10:15,2024-07-18 10:45,,2024-07-23 11:44,기타,,*NB,01,남부민방파제,기타항,기타항,석유제품 운반선,2,2,0,0,0,0,0,N,N,,
부산,080957,2상훈호,2024,101,최종,내항,입항,125,2024-07-18 10:15,2024-07-18 10:45,,2024-07-23 11:44,기타,,*NB,01,남부민방파제,기타항,기타항,석유제품 운반선,2,2,0,0,0,0,0,N,N,,
부산,132825,12한진호,2024,051,최종,내항,입항,322,2024-07-18 10:20,2024-07-18 13:20,,2024-07-19 15:17,기타,,OLD,01,동명호안,광양,여수,급유선,4,1,0,0,0,0,0,N,N,,
부산,132825,12한진호,2024,051,최종,내항,출항,322,2024-07-18 10:20,2024-07-18 13:20,,2024-07-19 15:17,기타,,OLD,01,동명호안,광양,여수,급유선,4,1,0,0,0,0,0,N,N,,
부산,9V8724,MAERSK EL BANCO,2024,001,최종,외항,출항,"127,832",2024-07-18 10:25,2024-07-19 21:47,2024-07-19 22:00,2024-07-22 09:25,기타,24MAEU0624E,MSN,06,신항 2부두 3선석,YOKOHAMA,QINGDAO,풀컨테이너선,,24,,,,,,Y,Y,,
부산,9V8724,MAERSK EL BANCO,2024,001,최종,외항,입항,"127,832",2024-07-18 10:25,2024-07-19 21:47,2024-07-18 10:00,2024-07-18 17:35,기타,24MAEU0624I,MSN,06,신항 2부두 3선석,YOKOHAMA,QINGDAO,풀컨테이너선,,24,,,,,,Y,Y,,
부산,210043,에이치와이 부산,2024,075,최종,내항,출항,499,2024-07-18 10:50,2024-07-21 09:30,,2024-07-29 09:12,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,4,3,0,0,0,0,0,N,N,,
부산,210043,에이치와이 부산,2024,075,최종,내항,입항,499,2024-07-18 10:50,2024-07-21 09:30,,2024-07-29 09:12,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,4,3,0,0,0,0,0,N,N,,
부산,080957,2상훈호,2024,102,최종,내항,출항,125,2024-07-18 11:05,2024-07-20 20:00,,2024-07-23 11:44,기타,,WAN,02,남외항 N-2박지,기타항,기타항,석유제품 운반선,2,2,0,0,0,0,0,N,N,,
부산,080957,2상훈호,2024,102,최종,내항,입항,125,2024-07-18 11:05,2024-07-20 20:00,,2024-07-23 11:44,기타,,MW5,01,5물량장 1선석,기타항,기타항,석유제품 운반선,2,2,0,0,0,0,0,N,N,,
부산,3EYD4,BUENA AMISTAD,2024,006,최종,외항,출항,"3,443",2024-07-18 11:05,2024-07-26 11:36,2024-07-25 09:00,2024-07-26 13:44,기타,24MSWLM037E,WAN,03,남외항 N-3박지,"SENDAI, MIYAGI",NINGBO,LPG 운반선,2,15,,,,,,N,N,,
부산,3EYD4,BUENA AMISTAD,2024,006,최종,외항,입항,"3,443",2024-07-18 11:05,2024-07-26 11:36,2024-07-18 11:00,2024-07-26 13:44,기타,24MSWLM036I,WAN,03,남외항 N-3박지,MIZUSHIMA,NINGBO,LPG 운반선,2,15,,,,,,N,N,,
부산,122804,3태영호,2024,022,최종,내항,입항,378,2024-07-18 11:20,2024-07-18 16:00,,2024-07-22 13:22,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,3,2,0,0,0,0,0,N,N,,
부산,122804,3태영호,2024,022,최종,내항,출항,378,2024-07-18 11:20,2024-07-18 16:00,,2024-07-22 13:22,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,3,2,0,0,0,0,0,N,N,,
부산,130042,골드 마린7,2024,003,최종,내항,입항,194,2024-07-18 11:40,2024-07-19 13:30,,2024-08-07 10:50,기타,,*LP,01,대평동호안,기타항,기타항,기타 예선,3,0,0,0,0,0,0,N,N,,
부산,130042,골드 마린7,2024,003,최종,내항,출항,194,2024-07-18 11:40,2024-07-19 13:30,,2024-08-07 10:50,기타,,*LP,01,대평동호안,기타항,기타항,기타 예선,3,0,0,0,0,0,0,N,N,,
부산,3FDQ2,CRANE HELIOS,2024,006,최종,외항,출항,"7,857",2024-07-18 12:00,2024-07-18 16:00,2024-07-18 15:00,2024-07-19 12:05,기타,24TFIVSO71E,WAN,03,남외항 N-3박지,NANTONG,MIZUSHIMA,케미칼 운반선,3,17,,,,,,N,N,,
부산,3FDQ2,CRANE HELIOS,2024,006,최종,외항,입항,"7,857",2024-07-18 12:00,2024-07-18 16:00,2024-07-18 12:00,2024-07-19 12:05,기타,24TFIVS071I,WAN,03,남외항 N-3박지,NANTONG,MIZUSHIMA,케미칼 운반선,3,17,,,,,,N,N,,
부산,890444,303고려호,2024,074,최종,내항,입항,84,2024-07-18 12:20,2024-07-18 12:50,,2024-07-22 14:38,기타,,OLH,01,청학안벽,기타항,기타항,견인용예선,3,0,0,0,0,0,0,N,N,,
부산,890444,303고려호,2024,074,최종,내항,출항,84,2024-07-18 12:20,2024-07-18 12:50,,2024-07-22 14:38,기타,,OLH,01,청학안벽,기타항,기타항,견인용예선,3,0,0,0,0,0,0,N,N,,
부산,5BAR6,AAL NANJING,2024,003,최종,외항,출항,"14,053",2024-07-18 12:25,2024-07-20 08:50,2024-07-20 08:00,2024-07-25 09:27,기타,24KRMSK240E,MK2,03,감천 2부두 3선석,온산,TAICANG PT,일반화물선,,20,1,1,,1,,Y,Y,,
부산,5BAR6,AAL NANJING,2024,003,최종,외항,입항,"14,053",2024-07-18 12:25,2024-07-20 08:50,2024-07-18 13:00,2024-07-25 09:26,기타,24KRMSK240I,MK2,03,감천 2부두 3선석,온산,TAICANG PT,일반화물선,,20,1,1,,1,1,Y,Y,,
부산,100668,1 배상호,2024,094,최종,내항,입항,80,2024-07-18 12:50,2024-07-23 09:25,,2024-10-14 09:35,기타,,MW5,01,5물량장 1선석,기타항,기타항,석유제품 운반선,0,1,0,0,0,0,0,N,N,,
부산,100668,1 배상호,2024,094,최종,내항,출항,80,2024-07-18 12:50,2024-07-23 09:25,,2024-10-14 09:35,기타,,MW5,01,5물량장 1선석,기타항,기타항,석유제품 운반선,0,1,0,0,0,0,0,N,N,,
부산,BZ9VX,XIN SHI JI 157,2024,001,최종,외항,출항,496,2024-07-18 12:53,2024-07-18 15:55,2024-07-18 15:30,2024-07-23 11:49,기타,24FISCD126E,MK1,02,감천 1부두 2선석,ZHOUSHAN,OCEAN DISTRICT,원양 어선,,12,1,19,,,,Y,N,,
부산,BZ9VX,XIN SHI JI 157,2024,001,최종,외항,입항,496,2024-07-18 12:53,2024-07-18 15:55,2024-07-18 13:00,2024-07-23 11:49,기타,24FISCA126I,MK1,02,감천 1부두 2선석,ZHOUSHAN,OCEAN DISTRICT,원양 어선,,30,1,19,,,,Y,N,,
부산,060333,15영신,2024,415,최종,내항,출항,40,2024-07-18 13:10,2024-07-18 13:15,,2024-07-24 16:51,기타,,WAN,03,남외항 N-3박지,기타항,기타항,기타선,1,1,0,0,0,0,0,N,N,,
부산,060333,15영신,2024,415,최종,내항,입항,40,2024-07-18 13:10,2024-07-18 13:15,,2024-07-24 16:51,기타,,WAN,03,남외항 N-3박지,기타항,기타항,기타선,1,1,0,0,0,0,0,N,N,,
부산,BOAK2,ZHONG WAI YUN NINGBO,2024,025,최종,외항,출항,"9,587",2024-07-18 13:10,2024-07-19 10:40,2024-07-19 10:40,2024-07-19 13:52,기타,24CBMCN28WE,MBR,04,감만부두 4선석(신선대감만터미널),광양,ZHANGJIAGANG,풀컨테이너선,,21,,,,,,Y,Y,,
