항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,입항일시,출항일시,CIQ수속일자,수리일시,항해구분,MRN 번호,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,"외항:한국인선원수
내항:해기사선원수","외항:외국인선원수
내항:보통선원수",승무원승선수,승무원하선수,승객승선수,승객하선수,승객,예선,도선,부선호출부호1,부선호출부호2
부산,DSEK8,SUNNY PALM,2024,009,최종,외항,입항,"3,994",2024-02-09 10:24,2024-02-09 23:30,2024-02-09 10:24,2024-02-13 09:09,기타,24KMTC0749I,MB6,01,자성대부두 61선석,IMARI,SATSUMASENDAI,풀컨테이너선,4,11,1,1,,,,Y,Y,,
부산,DSEK8,SUNNY PALM,2024,009,최종,외항,출항,"3,994",2024-02-09 10:24,2024-02-09 23:30,2024-02-09 23:30,2024-02-13 09:09,기타,24KMTC0750E,MB6,01,자성대부두 61선석,IMARI,SATSUMASENDAI,풀컨테이너선,4,11,1,1,,,,Y,Y,,
부산,216804,보광티아라,2024,006,최종,내항,출항,823,2024-02-09 10:25,2024-02-09 22:40,,2024-02-13 11:56,기타,,MSN,04,신항 2부두 1선석,울산,울산,석유제품 운반선,4,4,0,0,0,0,0,N,N,,
부산,216804,보광티아라,2024,006,최종,내항,입항,823,2024-02-09 10:25,2024-02-09 22:40,,2024-02-13 11:56,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,4,4,0,0,0,0,0,N,N,,
부산,D7IT,ZENITH MERCURY,2024,001,최종,외항,입항,"2,070",2024-02-09 11:00,2024-02-13 19:00,2024-02-09 11:30,2024-02-14 08:44,기타,24DHBS1002I,MKC,01,감천 중앙부두 1선석,광양,LANSHAN PT,일반화물선,5,7,,,,,,Y,Y,,
부산,D7IT,ZENITH MERCURY,2024,001,최종,외항,출항,"2,070",2024-02-09 11:00,2024-02-13 19:00,2024-02-13 18:30,2024-02-14 08:45,기타,24DHBS2002E,MKC,01,감천 중앙부두 1선석,광양,LANSHAN PT,일반화물선,5,7,,,,,,Y,Y,,
부산,200018,보광비너스,2024,008,최종,내항,출항,996,2024-02-09 11:15,2024-02-10 15:50,,2024-02-13 11:55,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,4,4,0,0,0,0,0,N,N,,
부산,200018,보광비너스,2024,008,최종,내항,입항,996,2024-02-09 11:15,2024-02-10 15:50,,2024-02-13 11:55,기타,,MBR,03,감만부두 3선석(신선대감만터미널),울산,울산,석유제품 운반선,4,4,0,0,0,0,0,N,N,,
부산,D7DZ,PANSTAR TSUSHIMA LINK,2024,044,최종,외항,입항,457,2024-02-09 11:55,2024-02-09 12:40,2024-02-09 11:55,2024-02-13 08:52,기타,24PSLCT044I,MBF,07,국제여객터미널 7선석,HITAKATSU,HITAKATSU,여객선,7,,,,,,2,N,N,,
부산,D7DZ,PANSTAR TSUSHIMA LINK,2024,044,최종,외항,출항,457,2024-02-09 11:55,2024-02-09 12:40,2024-02-09 11:20,2024-02-13 08:52,기타,24PSLCT045E,MBF,07,국제여객터미널 7선석,HITAKATSU,HITAKATSU,여객선,7,,,,,,271,N,N,,
부산,9V6517,WAN HAI 296,2024,002,최종,외항,입항,"20,918",2024-02-09 12:00,2024-02-09 21:00,2024-02-09 12:00,2024-02-13 09:02,기타,24WHLUJS06I,MBR,03,감만부두 3선석(신선대감만터미널),KEELUNG (CHILUNG),울산,풀컨테이너선,,23,,,,,,Y,Y,,
부산,9V6517,WAN HAI 296,2024,002,최종,외항,출항,"20,918",2024-02-09 12:00,2024-02-09 21:00,2024-02-09 21:00,2024-02-13 09:02,기타,24WHLUJS06E,MBR,03,감만부두 3선석(신선대감만터미널),KEELUNG (CHILUNG),울산,풀컨테이너선,,23,,,,,,Y,Y,,
부산,V7A5051,STAR CHASER,2024,004,최종,외항,입항,"9,916",2024-02-09 13:00,2024-02-12 20:00,2024-02-09 13:00,2024-02-13 09:39,기타,24NSSLA210I,WAE,02,E박지 E2 묘지,KAWASAKI,NINGBO,풀컨테이너선,6,11,,,,,,Y,Y,,
부산,V7A5051,STAR CHASER,2024,004,최종,외항,출항,"9,916",2024-02-09 13:00,2024-02-12 20:00,2024-02-12 20:00,2024-02-13 09:39,기타,24NSSLA067E,MBS,01,신선대부두 1선석,KAWASAKI,NINGBO,풀컨테이너선,6,11,,,,,,Y,Y,,
부산,190027,지르콘,2024,011,최종,내항,입항,337,2024-02-09 13:25,2024-02-13 03:23,,2024-02-14 16:04,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,4,2,0,0,0,0,0,N,N,,
부산,190027,지르콘,2024,011,최종,내항,출항,337,2024-02-09 13:25,2024-02-13 03:23,,2024-02-14 16:04,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,4,2,0,0,0,0,0,N,N,,
부산,D7GH,HEUNG-A YOUNG,2024,005,최종,외항,출항,"9,599",2024-02-09 13:36,2024-02-11 18:06,2024-02-11 18:06,2024-02-13 09:28,기타,24HASL0232E,MBS,02,신선대부두 2선석,TOKYO,"NAGOYA, AICHI",풀컨테이너선,4,15,1,1,,,,Y,Y,,
부산,D7GH,HEUNG-A YOUNG,2024,005,최종,외항,입항,"9,599",2024-02-09 13:36,2024-02-11 18:06,2024-02-09 13:36,2024-02-13 09:28,기타,24HASL0311I,MBS,02,신선대부두 2선석,TOKYO,"NAGOYA, AICHI",풀컨테이너선,4,15,1,1,,,,Y,Y,,
부산,106140,신광호,2024,001,최종,내항,출항,"1,525",2024-02-09 14:00,2024-02-09 17:00,2024-02-09 17:00,2024-02-13 11:15,기타,,WAN,02,남외항 N-2박지,하동화력,묵호,일반화물선,5,4,,,,,,Y,Y,,
부산,106140,신광호,2024,001,최종,내항,입항,"1,525",2024-02-09 14:00,2024-02-09 17:00,2024-02-09 14:00,2024-02-13 11:15,기타,,WAN,02,남외항 N-2박지,하동화력,묵호,일반화물선,5,4,,,,,,Y,Y,,
부산,065812,경해호,2024,009,최종,내항,입항,"5,914",2024-02-09 14:30,2024-02-10 10:40,,2024-02-13 11:16,기타,,MBE,Q3,감만부두 동측안벽 3선석(SK돌핀),여수,여수,석유제품 운반선,9,7,0,0,0,0,0,Y,N,,
부산,065812,경해호,2024,009,최종,내항,출항,"5,914",2024-02-09 14:30,2024-02-10 10:40,,2024-02-13 11:16,기타,,MBE,Q3,감만부두 동측안벽 3선석(SK돌핀),여수,여수,석유제품 운반선,9,7,0,0,0,0,0,Y,N,,
부산,3FQZ7,PADIAN 3,2024,005,최종,외항,출항,"13,199",2024-02-09 14:40,2024-02-10 02:40,2024-02-10 03:00,2024-02-13 09:17,기타,24XPRS5405E,MS3,01,신항 3부두 1선석,TOMAKOMAI,AKITA,풀컨테이너선,,19,,,,,,Y,Y,,
부산,3FQZ7,PADIAN 3,2024,005,최종,외항,입항,"13,199",2024-02-09 14:40,2024-02-10 02:40,2024-02-09 15:00,2024-02-13 09:03,기타,24XPRS5405I,MS3,01,신항 3부두 1선석,TOMAKOMAI,AKITA,풀컨테이너선,,19,,,,,,Y,Y,,
부산,UBWX9,TRANSIT SHAMORA,2024,003,최종,외항,입항,"7,170",2024-02-09 14:55,2024-02-09 23:29,2024-02-09 14:55,2024-02-13 10:07,기타,24KREU0201I,MBR,04,감만부두 4선석(신선대감만터미널),VLADIVOSTOK,DALIAN PT,풀컨테이너선,,15,,,,,,Y,Y,,
부산,UBWX9,TRANSIT SHAMORA,2024,003,최종,외항,출항,"7,170",2024-02-09 14:55,2024-02-09 23:29,2024-02-09 23:29,2024-02-13 10:07,기타,24KREU0201E,MBR,04,감만부두 4선석(신선대감만터미널),VLADIVOSTOK,DALIAN PT,풀컨테이너선,,15,,,,,,Y,Y,,
부산,VRVA5,SITC PINGHE,2024,002,최종,외항,입항,"9,925",2024-02-09 15:00,2024-02-09 23:00,2024-02-09 15:00,2024-02-13 09:02,기타,24SCLK7539I,MBR,04,감만부두 4선석(신선대감만터미널),SHANGHAI,"NAGOYA, AICHI",풀컨테이너선,,17,,,,,,Y,Y,,
부산,VRVA5,SITC PINGHE,2024,002,최종,외항,출항,"9,925",2024-02-09 15:00,2024-02-09 23:00,2024-02-09 23:00,2024-02-13 09:02,기타,24SCLK0039E,MBR,04,감만부두 4선석(신선대감만터미널),SHANGHAI,"NAGOYA, AICHI",풀컨테이너선,,17,,,,,,Y,Y,,
부산,210031,선영,2024,010,최종,내항,출항,"1,653",2024-02-09 15:10,2024-02-12 23:00,,2024-02-13 13:13,기타,,MW5,01,5물량장 1선석,여천항,여천항,석유제품 운반선,5,4,0,0,0,0,0,Y,N,,
부산,210031,선영,2024,010,최종,내항,입항,"1,653",2024-02-09 15:10,2024-02-12 23:00,,2024-02-13 13:11,기타,,MSN,02,신항 1부두 2선석,여천항,여천항,석유제품 운반선,5,4,0,0,0,0,0,Y,N,,
부산,D7RF,해진,2024,003,최종,내항,출항,"4,723",2024-02-09 15:18,2024-02-10 03:18,,2024-02-15 10:56,기타,,MK2,01,감천 2부두 1선석,삼척,광양,시멘트운반선,8,0,0,0,0,0,0,N,N,,
부산,D7RF,해진,2024,003,최종,내항,입항,"4,723",2024-02-09 15:18,2024-02-10 03:18,2024-02-09 15:18,2024-02-15 10:56,기타,,MK2,01,감천 2부두 1선석,삼척,광양,시멘트운반선,8,0,0,0,0,0,0,N,N,,
부산,081165,제3태경호,2024,009,최종,내항,입항,126,2024-02-09 15:20,2024-02-12 11:35,,2024-02-16 08:57,기타,,MW5,01,5물량장 1선석,기타항,기타항,급유선,1,2,0,0,0,0,0,N,N,,
부산,081165,제3태경호,2024,009,최종,내항,출항,126,2024-02-09 15:20,2024-02-12 11:35,,2024-02-16 08:57,기타,,MW5,01,5물량장 1선석,기타항,기타항,급유선,1,2,0,0,0,0,0,N,N,,
부산,HP4643,LUCKY ANNIE,2024,001,최종,외항,입항,"4,515",2024-02-09 16:00,2024-02-16 18:00,2024-02-09 17:00,2024-02-21 09:49,기타,24KRMSK047I,MKC,05,감천 중앙부두 5선석,OCEAN DISTRICT,고현,일반화물선,,13,,,,,,Y,Y,,
부산,HP4643,LUCKY ANNIE,2024,001,최종,외항,출항,"4,515",2024-02-09 16:00,2024-02-16 18:00,2024-02-16 17:00,2024-02-21 09:49,기타,24KRMSK047E,MKC,05,감천 중앙부두 5선석,OCEAN DISTRICT,고현,일반화물선,,13,,,,,,Y,Y,,
부산,V7A5717,TS NANSHA,2024,002,최종,외항,출항,"27,208",2024-02-09 16:00,2024-02-12 18:00,2024-02-12 18:00,2024-02-13 09:38,기타,24NSSLA178E,MBS,04,신선대부두 4선석,광양,NANSHA PT,풀컨테이너선,,18,,,,,,Y,Y,,
부산,V7A5717,TS NANSHA,2024,002,최종,외항,입항,"27,208",2024-02-09 16:00,2024-02-12 18:00,2024-02-09 16:00,2024-02-13 09:38,기타,24NSSLB010I,WAN,04,남외항 N-4박지,광양,NANSHA PT,풀컨테이너선,,18,,,,,,Y,Y,,
부산,DSNB9,드래곤스카이,2024,002,최종,내항,입항,"4,738",2024-02-09 16:20,2024-02-10 17:00,2024-02-09 16:20,2024-02-13 10:14,기타,,MK5,06,쌍용안벽,동해,광양,산물선(벌크선),9,7,,,,,,Y,N,,
부산,DSNB9,드래곤스카이,2024,002,최종,내항,출항,"4,738",2024-02-09 16:20,2024-02-10 17:00,2024-02-10 17:00,2024-02-13 10:14,기타,,MK5,06,쌍용안벽,동해,광양,산물선(벌크선),9,7,,,,,,Y,N,,
부산,H3PB,SITC KOBE,2024,006,최종,외항,입항,"9,571",2024-02-09 17:00,2024-02-10 01:00,2024-02-09 17:00,2024-02-13 09:05,기타,24SCLK7535I,MBR,03,감만부두 3선석(신선대감만터미널),VOSTOCHNYY PORT,SHANGHAI,풀컨테이너선,,19,,,,,,Y,Y,,
부산,H3PB,SITC KOBE,2024,006,최종,외항,출항,"9,571",2024-02-09 17:00,2024-02-10 01:00,2024-02-10 01:00,2024-02-13 09:06,기타,24SCLK0036E,MBR,03,감만부두 3선석(신선대감만터미널),VOSTOCHNYY PORT,SHANGHAI,풀컨테이너선,,19,,,,,,Y,Y,,
부산,112815,유진호,2024,008,최종,내항,출항,268,2024-02-09 17:10,2024-02-14 06:40,,2024-02-22 10:53,기타,,MW5,01,5물량장 1선석,마산,울산,석유제품 운반선,4,1,0,0,0,0,0,N,N,,
부산,112815,유진호,2024,008,최종,내항,입항,268,2024-02-09 17:10,2024-02-14 06:40,,2024-02-22 10:53,기타,,MW5,01,5물량장 1선석,마산,울산,석유제품 운반선,4,1,0,0,0,0,0,N,N,,
부산,180029,스카이스타,2024,016,최종,내항,출항,549,2024-02-09 17:15,2024-02-11 16:25,,2024-02-13 12:03,기타,,MBS,04,신선대부두 4선석,울산,울산,원유운반선,4,3,0,0,0,0,0,N,N,,
부산,180029,스카이스타,2024,016,최종,내항,입항,549,2024-02-09 17:15,2024-02-11 16:25,,2024-02-13 12:03,기타,,MW5,01,5물량장 1선석,울산,울산,원유운반선,4,3,0,0,0,0,0,N,N,,
부산,D7SL,NINA,2024,037,최종,외항,출항,362,2024-02-09 17:20,2024-02-10 09:10,2024-02-10 08:40,2024-02-13 09:11,기타,24NINAA037E,MBF,08,국제여객터미널 8선석,HITAKATSU,HITAKATSU,여객선,8,,2,2,,,281,N,N,,
부산,D7SL,NINA,2024,037,최종,외항,입항,362,2024-02-09 17:20,2024-02-10 09:10,2024-02-09 17:20,2024-02-13 09:11,기타,24NINAS037I,MBF,08,국제여객터미널 8선석,HITAKATSU,HITAKATSU,여객선,8,,,2,,,319,N,N,,
부산,D7UN,KMTC NINGBO,2024,003,최종,외항,출항,"28,827",2024-02-09 17:20,2024-02-12 17:46,2024-02-12 17:46,2024-02-13 09:34,기타,24KMTC0738E,MB6,02,자성대부두 62선석,울산,SHANGHAI,풀컨테이너선,7,14,1,1,,,,Y,Y,,
부산,D7UN,KMTC NINGBO,2024,003,최종,외항,입항,"28,827",2024-02-09 17:20,2024-02-12 17:46,2024-02-09 17:20,2024-02-13 09:34,기타,24KMTC0737I,MB6,02,자성대부두 62선석,울산,SHANGHAI,풀컨테이너선,8,13,1,1,,,,Y,Y,,
부산,185303,103동성호,2024,016,최종,내항,출항,498,2024-02-09 17:40,2024-02-12 07:15,,2024-02-14 16:04,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,4,3,0,0,0,0,0,N,N,,
부산,185303,103동성호,2024,016,최종,내항,입항,498,2024-02-09 17:40,2024-02-12 07:15,,2024-02-14 16:04,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,4,3,0,0,0,0,0,N,N,,
부산,190026,부광1호,2024,019,최종,내항,출항,995,2024-02-09 17:50,2024-02-11 21:05,,2024-02-15 11:57,기타,,MW5,01,5물량장 1선석,여수,여수,석유제품 운반선,4,3,0,0,0,0,0,N,N,,
부산,190026,부광1호,2024,019,최종,내항,입항,995,2024-02-09 17:50,2024-02-11 21:05,,2024-02-15 11:56,기타,,MW5,01,5물량장 1선석,여수,여수,석유제품 운반선,4,3,0,0,0,0,0,N,N,,
부산,D7DZ,PANSTAR TSUSHIMA LINK,2024,045,최종,외항,출항,457,2024-02-09 17:55,2024-02-10 08:40,2024-02-10 07:20,2024-02-13 09:07,기타,24PSLCT046E,MBF,07,국제여객터미널 7선석,HITAKATSU,HITAKATSU,여객선,7,,2,2,,,326,N,N,,
부산,D7DZ,PANSTAR TSUSHIMA LINK,2024,045,최종,외항,입항,457,2024-02-09 17:55,2024-02-10 08:40,2024-02-09 17:55,2024-02-13 09:07,기타,24PSLCT045I,MBF,07,국제여객터미널 7선석,HITAKATSU,HITAKATSU,여객선,7,,,2,,,278,N,N,,
부산,D7PE,HEUNG-A TOKYO,2024,009,최종,외항,출항,"4,914",2024-02-09 18:00,2024-02-11 06:00,2024-02-11 06:00,2024-02-13 09:17,기타,24HASL0228E,MBS,01,신선대부두 1선석,HIROSHIMA,IMABARI,풀컨테이너선,8,8,,,,,,Y,Y,,
부산,D7PE,HEUNG-A TOKYO,2024,009,최종,외항,입항,"4,914",2024-02-09 18:00,2024-02-11 06:00,2024-02-09 18:00,2024-02-13 09:17,기타,24HASL0310I,MBS,01,신선대부두 1선석,HIROSHIMA,IMABARI,풀컨테이너선,8,8,,,,,,Y,Y,,
부산,5LIW2,MSC MARTINA MARIA,2024,001,최종,외항,입항,"150,783",2024-02-09 18:10,2024-02-12 11:52,2024-02-09 18:00,2024-02-13 09:03,기타,24MSCU5026I,MSN,03,신항 1부두 3선석,MANZANILLO,QINGDAO,풀컨테이너선,,24,1,1,,,,Y,Y,,
부산,5LIW2,MSC MARTINA MARIA,2024,001,최종,외항,출항,"150,783",2024-02-09 18:10,2024-02-12 11:52,2024-02-12 11:00,2024-02-13 09:23,기타,24MSCU0209E,MSN,03,신항 1부두 3선석,MANZANILLO,QINGDAO,풀컨테이너선,,24,1,1,,,,Y,Y,,
부산,9HA3184,ETOILE,2024,002,최종,외항,출항,"26,836",2024-02-09 18:18,2024-02-12 00:08,2024-02-12 00:00,2024-02-13 09:20,기타,24MSCU0227E,MSN,04,신항 2부두 1선석,TOKYO,MANILA SOUTH HARBOUR,풀컨테이너선,,22,,,,,,Y,Y,,
부산,9HA3184,ETOILE,2024,002,최종,외항,입항,"26,836",2024-02-09 18:18,2024-02-12 00:08,2024-02-09 18:00,2024-02-13 09:03,기타,24MSCU3055I,MSN,04,신항 2부두 1선석,TOKYO,MANILA SOUTH HARBOUR,풀컨테이너선,,22,,,,,,Y,Y,,
부산,JG5720,NEW CAMELLIA,2024,037,최종,외항,입항,"19,961",2024-02-09 18:22,2024-02-09 22:15,2024-02-09 18:30,2024-02-13 09:08,기타,24CLCL540NI,MBF,12,국제여객터미널 12선석,HAKATA/FUKUOKA,HAKATA/FUKUOKA,여객선,14,29,,,,,205,N,Y,,
부산,JG5720,NEW CAMELLIA,2024,037,최종,외항,출항,"19,961",2024-02-09 18:22,2024-02-09 22:15,2024-02-09 22:00,2024-02-13 09:08,기타,24CLCL541SE,MBF,12,국제여객터미널 12선석,HAKATA/FUKUOKA,HAKATA/FUKUOKA,여객선,14,29,,,295,205,295,N,Y,,
부산,130029,유성호,2024,016,최종,내항,출항,549,2024-02-09 18:40,2024-02-10 21:15,,2024-02-13 14:44,기타,,WAN,05,남외항 N-5박지,울산,울산,석유제품 운반선,5,2,0,0,0,0,0,N,N,,
부산,130029,유성호,2024,016,최종,내항,입항,549,2024-02-09 18:40,2024-02-10 21:15,,2024-02-13 14:44,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,5,2,0,0,0,0,0,N,N,,
부산,7KLX,QUEEN BEETLE,2024,025,최종,외항,출항,"2,589",2024-02-09 18:40,2024-02-10 09:00,2024-02-10 08:00,2024-02-13 09:10,기타,24JRBTB025E,MBF,05,국제여객터미널 5선석,HAKATA/FUKUOKA,HAKATA/FUKUOKA,여객선,,18,,,,,146,Y,Y,,
부산,7KLX,QUEEN BEETLE,2024,025,최종,외항,입항,"2,589",2024-02-09 18:40,2024-02-10 09:00,2024-02-09 18:40,2024-02-13 09:10,기타,24JRBTQ025I,MBF,05,국제여객터미널 5선석,HAKATA/FUKUOKA,HAKATA/FUKUOKA,여객선,,18,,,,,207,Y,Y,,
부산,130074,덕진호,2024,011,최종,내항,입항,291,2024-02-09 18:45,2024-02-10 23:30,,2024-02-15 13:18,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,5,0,0,0,0,0,0,N,N,,
부산,130074,덕진호,2024,011,최종,내항,출항,291,2024-02-09 18:45,2024-02-10 23:30,,2024-02-15 13:18,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,5,0,0,0,0,0,0,N,N,,
부산,HO3256,KMTC NAGOYA,2024,002,최종,외항,입항,"17,933",2024-02-09 19:35,2024-02-12 08:44,2024-02-09 19:35,2024-02-13 10:00,기타,24KMTC0759I,MB6,04,자성대부두 64선석,HONG KONG,광양,풀컨테이너선,,20,,,,,,Y,Y,,
부산,HO3256,KMTC NAGOYA,2024,002,최종,외항,출항,"17,933",2024-02-09 19:35,2024-02-12 08:44,2024-02-12 08:44,2024-02-13 10:00,기타,24KMTC0760E,MB6,04,자성대부두 64선석,HONG KONG,광양,풀컨테이너선,,20,,,,,,Y,Y,,
부산,194803,송백,2024,017,최종,내항,출항,499,2024-02-09 19:40,2024-02-11 01:50,,2024-02-16 14:48,기타,,MW5,01,5물량장 1선석,여수,울산,석유제품 운반선,4,3,0,0,0,0,0,N,N,,
부산,194803,송백,2024,017,최종,내항,입항,499,2024-02-09 19:40,2024-02-11 01:50,,2024-02-16 14:48,기타,,MW5,01,5물량장 1선석,여수,울산,석유제품 운반선,4,3,0,0,0,0,0,N,N,,
부산,210020,3선영,2024,016,최종,내항,입항,998,2024-02-09 19:45,2024-02-11 16:00,,2024-02-13 11:54,기타,,MW5,01,5물량장 1선석,여천항,여천항,석유제품 운반선,4,4,0,0,0,0,0,N,N,,
부산,210020,3선영,2024,016,최종,내항,출항,998,2024-02-09 19:45,2024-02-11 16:00,,2024-02-13 11:54,기타,,MW5,01,5물량장 1선석,여천항,여천항,석유제품 운반선,4,4,0,0,0,0,0,N,N,,
부산,T2ZE4,VENUS,2024,001,최종,외항,출항,"28,322",2024-02-09 19:45,2024-02-14 10:47,2024-02-14 09:00,2024-02-15 09:37,기타,24DOOS1005E,MK6,01,감천 6부두 1선석,GUANGZHOU PT,군산,케미칼 운반선,,24,,1,,,,Y,Y,,
부산,T2ZE4,VENUS,2024,001,최종,외항,입항,"28,322",2024-02-09 19:45,2024-02-14 10:47,2024-02-09 22:00,2024-02-15 09:37,기타,24DOOS1005I,MK6,01,감천 6부두 1선석,GUANGZHOU PT,군산,케미칼 운반선,1,24,,1,,,,Y,Y,,
부산,VRNF7,SEASPAN ZAMBEZI,2024,001,최종,외항,출항,"112,967",2024-02-09 19:52,2024-02-12 00:05,2024-02-12 00:05,2024-02-13 09:23,기타,24HLCU6634E,MS5,02,신항 5부두 2선석,BALBOA,QINGDAO,풀컨테이너선,,20,7,8,,,,Y,Y,,
부산,VRNF7,SEASPAN ZAMBEZI,2024,001,최종,외항,입항,"112,967",2024-02-09 19:52,2024-02-12 00:05,2024-02-09 19:52,2024-02-13 09:06,기타,24HLCU6634I,MS5,02,신항 5부두 2선석,MANZANILLO,QINGDAO,풀컨테이너선,,21,7,8,,,,Y,Y,,
부산,3FOV9,A HOUOU,2024,003,최종,외항,입항,"13,764",2024-02-09 20:00,2024-02-10 02:00,2024-02-09 21:00,2024-02-13 08:58,기타,24ESKT0005I,MBR,E2,신감만부두 2선석,VLADIVOSTOK,ZHOUSHAN,풀컨테이너선,,20,,,,,,Y,Y,,
부산,3FOV9,A HOUOU,2024,003,최종,외항,출항,"13,764",2024-02-09 20:00,2024-02-10 02:00,2024-02-10 01:00,2024-02-13 09:01,기타,24ESKT0005E,MBR,E1,신감만부두 1선석,VLADIVOSTOK,ZHOUSHAN,풀컨테이너선,,20,,,,,,Y,Y,,
부산,V3NP2,JING HAO,2024,001,최종,외항,입항,"1,499",2024-02-09 20:30,2024-02-11 19:30,2024-02-09 21:00,2024-02-13 09:13,기타,24KONGA017I,WAN,02,남외항 N-2박지,마산,ZHANGJIAGANG,일반화물선,,9,,,,,,N,N,,
부산,V3NP2,JING HAO,2024,001,최종,외항,출항,"1,499",2024-02-09 20:30,2024-02-11 19:30,2024-02-11 18:30,2024-02-13 09:13,기타,24KONGD017E,WAN,02,남외항 N-2박지,마산,ZHANGJIAGANG,일반화물선,,9,,,,,,N,N,,
부산,5IM618,MASAKAZU,2024,001,최종,외항,입항,"5,543",2024-02-09 20:48,2024-02-10 13:38,2024-02-09 20:48,2024-03-21 11:07,기타,24LSSPM117I,WAN,03,남외항 N-3박지,NAKHODKA,SHANGHAI,일반화물선,,17,,,,,,N,N,,
부산,5IM618,MASAKAZU,2024,001,최종,외항,출항,"5,543",2024-02-09 20:48,2024-02-10 13:38,2024-02-10 13:38,2024-03-21 11:07,기타,24LSSPM118E,WAN,03,남외항 N-3박지,NAKHODKA,SHANGHAI,일반화물선,,17,,,,,,N,N,,
부산,DSPP7,엠에스그레이스,2024,004,최종,내항,출항,"4,060",2024-02-09 21:00,2024-02-11 12:30,2024-02-11 12:30,2024-02-13 11:17,기타,,WAE,01,E박지 E1 묘지,대산,대산,석유제품 운반선,9,7,,,,,,N,N,,
부산,DSPP7,엠에스그레이스,2024,004,최종,내항,입항,"4,060",2024-02-09 21:00,2024-02-11 12:30,2024-02-09 21:00,2024-02-13 11:17,기타,,WAN,03,남외항 N-3박지,대산,대산,석유제품 운반선,9,7,,,,,,N,N,,
부산,230033,보원호,2024,011,최종,내항,출항,528,2024-02-09 21:25,2024-02-11 07:55,,2024-02-13 12:02,기타,,MW5,01,5물량장 1선석,울산,광양,기타 유조선,4,2,0,0,0,0,0,N,N,,
부산,230033,보원호,2024,011,최종,내항,입항,528,2024-02-09 21:25,2024-02-11 07:55,,2024-02-13 12:02,기타,,MW5,01,5물량장 1선석,울산,광양,기타 유조선,4,2,0,0,0,0,0,N,N,,
부산,066597,한성8호,2024,011,최종,내항,출항,164,2024-02-09 21:45,2024-02-14 20:35,,2024-02-16 10:00,기타,,MW5,01,5물량장 1선석,목포,목포,석유제품 운반선,4,1,0,0,0,0,0,N,N,,
부산,066597,한성8호,2024,011,최종,내항,입항,164,2024-02-09 21:45,2024-02-14 20:35,,2024-02-16 10:00,기타,,MWB,01,봉래동물량장,목포,목포,석유제품 운반선,4,1,0,0,0,0,0,N,N,,
부산,A8OK3,TONGALA,2024,001,최종,외항,출항,"40,030",2024-02-09 21:55,2024-02-10 07:55,2024-02-10 08:00,2024-02-13 09:18,기타,24ZIMU0048E,MSN,05,신항 2부두 2선석,LAZARO CARDENAS,NINGBO,풀컨테이너선,,23,3,3,,,,Y,Y,,
부산,A8OK3,TONGALA,2024,001,최종,외항,입항,"40,030",2024-02-09 21:55,2024-02-10 07:55,2024-02-09 22:00,2024-02-13 09:03,기타,24ZIMU0048I,MSN,05,신항 2부두 2선석,LAZARO CARDENAS,NINGBO,풀컨테이너선,,23,3,3,,,,Y,Y,,
부산,D7CC,PANCON VICTORY,2024,006,최종,외항,입항,"9,923",2024-02-09 22:00,2024-02-11 10:00,2024-02-09 22:00,2024-02-13 09:07,기타,24PCLUVK06I,MBR,03,감만부두 3선석(신선대감만터미널),광양,QINGDAO,풀컨테이너선,8,8,,,,,,Y,Y,,
부산,D7CC,PANCON VICTORY,2024,006,최종,외항,출항,"9,923",2024-02-09 22:00,2024-02-11 10:00,2024-02-11 09:00,2024-02-13 09:07,기타,24PCLUVC06E,MBR,03,감만부두 3선석(신선대감만터미널),광양,QINGDAO,풀컨테이너선,8,8,,,,,,Y,Y,,
부산,180017,동명에이스,2024,013,최종,내항,출항,919,2024-02-09 22:15,2024-02-10 22:30,,2024-02-13 12:03,기타,,MW5,01,5물량장 1선석,광양,울산,석유제품 운반선,4,4,0,0,0,0,0,N,N,,
부산,180017,동명에이스,2024,013,최종,내항,입항,919,2024-02-09 22:15,2024-02-10 22:30,,2024-02-13 12:03,기타,,MW5,01,5물량장 1선석,광양,울산,석유제품 운반선,4,4,0,0,0,0,0,N,N,,
부산,HSB5886,SEA LIBERTY,2024,001,최종,외항,입항,"3,435",2024-02-09 22:24,2024-02-10 02:25,2024-02-09 22:24,2024-02-14 09:01,기타,24TFIVM011I,WAN,03,남외항 N-3박지,TAKASAGO,QINGDAO,LPG 운반선,,16,,,,,,N,N,,
