항명,호출부호,선명,입항횟수,입항횟수,구분,외내,입출,총톤수,입항일시,출항일시,CIQ수속일자,수리일시,항해구분,MRN 번호,계선장소,계선장소,계선장소,차항지,전출항지,선박용도,"외항:한국인선원수
내항:해기사선원수","외항:외국인선원수
내항:보통선원수",승무원승선수,승무원하선수,승객승선수,승객하선수,승객,예선,도선,부선호출부호1,부선호출부호2
부산,120011,봉은호,2024,039,최종,내항,출항,314,2024-05-08 08:55,2024-05-13 15:55,,2024-05-14 16:35,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,4,2,0,0,0,0,0,N,N,,
부산,060333,15영신,2024,215,최종,내항,입항,40,2024-05-08 09:00,2024-05-08 09:10,,2024-05-28 14:37,기타,,MQU,01,부광조선 2안벽(YS조선),기타항,기타항,기타선,1,1,0,0,0,0,0,N,N,,
부산,060333,15영신,2024,215,최종,내항,출항,40,2024-05-08 09:00,2024-05-08 09:10,,2024-05-28 14:37,기타,,MQU,01,부광조선 2안벽(YS조선),기타항,기타항,기타선,1,1,0,0,0,0,0,N,N,,
부산,9HA5503,CMA CGM INTEGRITY,2024,003,최종,외항,출항,"150,783",2024-05-08 09:19,2024-05-09 22:00,2024-05-09 20:00,2024-05-10 09:20,기타,24CMAL0228E,MS5,02,신항 5부두 2선석,SHEKOU PT,YOKOHAMA,풀컨테이너선,,26,,,,,,Y,Y,,
부산,9HA5503,CMA CGM INTEGRITY,2024,003,최종,외항,입항,"150,783",2024-05-08 09:19,2024-05-09 22:00,2024-05-08 09:00,2024-05-08 13:16,기타,24CMAL0228I,MS5,02,신항 5부두 2선석,SHEKOU PT,YOKOHAMA,풀컨테이너선,,26,,,,,,Y,Y,,
부산,V7A4977,CONSILIA,2024,019,최종,외항,입항,"9,972",2024-05-08 09:35,2024-05-09 01:38,2024-05-08 09:35,2024-05-08 13:18,기타,24ONEY0569I,MS3,03,신항 3부두 3선석,MOJI/KITAKYUSHU,HAKATA/FUKUOKA,풀컨테이너선,,18,,,,,,Y,Y,,
부산,V7A4977,CONSILIA,2024,019,최종,외항,출항,"9,972",2024-05-08 09:35,2024-05-09 01:38,2024-05-09 01:38,2024-05-09 10:20,기타,24ONEY0570E,MS3,03,신항 3부두 3선석,MOJI/KITAKYUSHU,HAKATA/FUKUOKA,풀컨테이너선,,18,,,,,,Y,Y,,
부산,D5JH8,MAERSK SHIVLING,2024,003,최종,외항,입항,"96,424",2024-05-08 09:36,2024-05-09 15:24,2024-05-08 10:00,2024-05-08 13:17,기타,24MAEU0346I,MSN,06,신항 2부두 3선석,LONG BEACH,NINGBO,풀컨테이너선,,24,,,,,,Y,Y,,
부산,D5JH8,MAERSK SHIVLING,2024,003,최종,외항,출항,"96,424",2024-05-08 09:36,2024-05-09 15:24,2024-05-09 15:00,2024-05-10 09:18,기타,24MAEU0346E,MSN,06,신항 2부두 3선석,LONG BEACH,NINGBO,풀컨테이너선,,24,,,,,,Y,Y,,
부산,060333,15영신,2024,216,최종,내항,입항,40,2024-05-08 09:45,2024-05-08 15:10,,2024-05-28 14:37,기타,,*WN,01,남항 물량장,기타항,기타항,기타선,1,1,0,0,0,0,0,N,N,,
부산,060333,15영신,2024,216,최종,내항,출항,40,2024-05-08 09:45,2024-05-08 15:10,,2024-05-28 14:37,기타,,*WN,01,남항 물량장,기타항,기타항,기타선,1,1,0,0,0,0,0,N,N,,
부산,085757,제2해진호,2024,020,최종,내항,입항,149,2024-05-08 09:45,2024-05-08 10:35,,2024-05-08 16:17,기타,,*IJ,01,일자방파제,기타항,기타항,급유선,2,2,0,0,0,0,1,N,N,,
부산,085757,제2해진호,2024,020,최종,내항,출항,149,2024-05-08 09:45,2024-05-08 10:35,,2024-05-08 16:17,기타,,*IJ,01,일자방파제,기타항,기타항,급유선,2,2,0,0,0,0,1,N,N,,
부산,070890,수경호,2024,019,최종,내항,출항,149,2024-05-08 10:30,2024-05-08 12:35,,2024-07-31 16:55,기타,,*LP,01,대평동호안,기타항,기타항,기타 유조선,2,1,0,0,0,0,0,N,N,,
부산,070890,수경호,2024,019,최종,내항,입항,149,2024-05-08 10:30,2024-05-08 12:35,,2024-07-31 16:55,기타,,*LP,01,대평동호안,기타항,기타항,기타 유조선,2,1,0,0,0,0,0,N,N,,
부산,085757,제2해진호,2024,021,최종,내항,출항,149,2024-05-08 10:40,2024-05-09 07:00,,2024-05-09 13:04,기타,,MW5,01,5물량장 1선석,기타항,기타항,급유선,2,2,0,0,0,0,1,N,N,,
부산,085757,제2해진호,2024,021,최종,내항,입항,149,2024-05-08 10:40,2024-05-09 07:00,,2024-05-09 13:04,기타,,MW5,01,5물량장 1선석,기타항,기타항,급유선,2,2,0,0,0,0,1,N,N,,
부산,230032,해성호,2024,052,최종,내항,출항,499,2024-05-08 11:00,2024-05-08 15:15,,2024-05-10 09:10,기타,,MSN,06,신항 2부두 3선석,기타항,울산,기타 유조선,4,3,0,0,0,0,0,N,N,,
부산,230032,해성호,2024,052,최종,내항,입항,499,2024-05-08 11:00,2024-05-08 15:15,,2024-05-10 09:10,기타,,MSN,06,신항 2부두 3선석,기타항,울산,기타 유조선,4,3,0,0,0,0,0,N,N,,
부산,D8TY,TONG YOUNG,2024,001,최종,외항,출항,"7,411",2024-05-08 11:00,2024-05-10 17:50,2024-05-10 17:20,2024-05-13 09:18,기타,24HRSPH049E,MYF,06,"선기조합-06(삼우 2, 4)",OCEAN DISTRICT,TAIXING,석유제품 운반선,2,19,4,4,,,,Y,Y,,
부산,D8TY,TONG YOUNG,2024,001,최종,외항,입항,"7,411",2024-05-08 11:00,2024-05-10 17:50,2024-05-08 11:30,2024-05-13 09:18,기타,24HRSPH049I,MYF,06,"선기조합-06(삼우 2, 4)",OCEAN DISTRICT,TAIXING,석유제품 운반선,2,19,4,4,,,,Y,Y,,
부산,DSQX2,SANSTAR DREAM,2024,034,최종,외항,입항,"5,319",2024-05-08 11:00,2024-05-08 17:45,2024-05-08 11:00,2024-05-10 17:12,기타,24PSLCP536I,MSL,01,신항 다목적부두,마산,KANAZAWA,세미(혼재)컨테이너선,8,9,,,,,,N,N,,
부산,DSQX2,SANSTAR DREAM,2024,034,최종,외항,출항,"5,319",2024-05-08 11:00,2024-05-08 17:45,2024-05-08 18:00,2024-05-10 17:18,기타,24PSLCB537E,MSL,01,신항 다목적부두,마산,KANAZAWA,세미(혼재)컨테이너선,8,9,,,,,,N,N,,
부산,921361,2005해영호,2024,006,최종,내항,입항,81,2024-05-08 11:20,2024-05-09 06:05,,2024-05-20 17:16,기타,,*LP,01,대평동호안,영일만항,마산,견인용예선,3,0,0,0,0,0,0,N,N,,
부산,921361,2005해영호,2024,006,최종,내항,출항,81,2024-05-08 11:20,2024-05-09 06:05,,2024-05-20 17:16,기타,,*LP,01,대평동호안,영일만항,마산,견인용예선,3,0,0,0,0,0,0,N,N,,
부산,130063,13대신호,2024,025,최종,내항,출항,149,2024-05-08 11:35,2024-05-12 15:45,,2024-05-13 10:30,기타,,MS3,01,신항 3부두 1선석,진해,옥포,석유제품 운반선,3,1,0,0,0,0,0,N,N,,
부산,130063,13대신호,2024,025,최종,내항,입항,149,2024-05-08 11:35,2024-05-12 15:45,,2024-05-13 10:30,기타,,MW5,01,5물량장 1선석,마산,옥포,석유제품 운반선,3,1,0,0,0,0,0,N,N,,
부산,9V6512,WAN HAI 292,2024,005,최종,외항,입항,"20,918",2024-05-08 12:00,2024-05-09 06:00,2024-05-08 12:00,2024-05-09 08:33,기타,24WHLUVS18I,MBR,03,감만부두 3선석(신선대감만터미널),울산,광양,풀컨테이너선,,24,,,,,,Y,Y,,
부산,9V6512,WAN HAI 292,2024,005,최종,외항,출항,"20,918",2024-05-08 12:00,2024-05-09 06:00,2024-05-09 06:00,2024-05-09 08:33,기타,24WHLUVS18E,MBR,03,감만부두 3선석(신선대감만터미널),울산,광양,풀컨테이너선,,24,,,,,,Y,Y,,
부산,212838,제8우진호,2024,037,최종,내항,출항,297,2024-05-08 12:50,2024-05-10 07:10,,2024-05-13 14:29,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,3,2,0,0,0,0,0,N,N,,
부산,212838,제8우진호,2024,037,최종,내항,입항,297,2024-05-08 12:50,2024-05-10 07:10,,2024-05-13 14:29,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,3,2,0,0,0,0,0,N,N,,
부산,070890,수경호,2024,020,최종,내항,출항,149,2024-05-08 13:00,2024-05-12 09:55,,2024-07-31 16:56,기타,,MW5,01,5물량장 1선석,기타항,기타항,기타 유조선,2,1,0,0,0,0,0,N,N,,
부산,070890,수경호,2024,020,최종,내항,입항,149,2024-05-08 13:00,2024-05-12 09:55,,2024-07-31 16:56,기타,,MW5,01,5물량장 1선석,기타항,기타항,기타 유조선,2,1,0,0,0,0,0,N,N,,
부산,V7UG4,STAR CLIPPER,2024,012,최종,외항,입항,"9,520",2024-05-08 13:00,2024-05-09 06:00,2024-05-08 13:00,2024-05-09 09:28,기타,24NSSLD127I,MB6,03,자성대부두 63선석,울산,SAKAIMINATO,풀컨테이너선,5,12,1,1,,,,Y,Y,,
부산,V7UG4,STAR CLIPPER,2024,012,최종,외항,출항,"9,520",2024-05-08 13:00,2024-05-09 06:00,2024-05-09 06:00,2024-05-09 09:28,기타,24NSSLE003E,MB6,03,자성대부두 63선석,울산,SAKAIMINATO,풀컨테이너선,5,12,1,1,,,,Y,Y,,
부산,3E5968,SUNNY VIOLET,2024,013,최종,외항,입항,"9,940",2024-05-08 13:20,2024-05-09 08:55,2024-05-08 13:20,2024-05-09 09:49,기타,24KMTC1953I,MBS,03,신선대부두 3선석,SHIMIZU,QINGDAO,풀컨테이너선,2,16,,,,,,Y,Y,,
부산,3E5968,SUNNY VIOLET,2024,013,최종,외항,출항,"9,940",2024-05-08 13:20,2024-05-09 08:55,2024-05-09 08:55,2024-05-09 09:50,기타,24KMTC1954E,MBS,03,신선대부두 3선석,SHIMIZU,QINGDAO,풀컨테이너선,2,16,,,,,,Y,Y,,
부산,C6EK6,CMA CGM HYDRA,2024,003,최종,외항,출항,"128,600",2024-05-08 13:30,2024-05-09 17:56,2024-05-09 17:00,2024-05-10 09:19,기타,24CMAL0278E,MS5,04,신항 5부두 4선석,SHANGHAI,SEATTLE,풀컨테이너선,,29,4,,,,,Y,Y,,
부산,C6EK6,CMA CGM HYDRA,2024,003,최종,외항,입항,"128,600",2024-05-08 13:30,2024-05-09 17:56,2024-05-08 14:00,2024-05-09 10:13,기타,24CMAL0278I,MS5,04,신항 5부두 4선석,SHANGHAI,SEATTLE,풀컨테이너선,,25,4,,,,,Y,Y,,
부산,130058,금정에스비1101호,2024,001,최종,내항,출항,,2024-05-08 14:00,2024-05-15 14:00,,1950-01-01 00:00,,,,,,,,기타 부선,,,,,,,,,,,
부산,130058,금정에스비1101호,2024,001,최종,내항,입항,513,2024-05-08 14:00,2024-05-15 14:00,,1950-01-01 00:00,,,,,,,,기타 부선,,,,,,,,,,,
부산,960771,리우3호,2024,017,최종,내항,출항,200,2024-05-08 14:40,2024-05-13 02:00,,2024-05-13 11:50,기타,,MWB,01,봉래동물량장,울산,울산,석유제품 운반선,3,0,0,0,0,0,0,N,N,,
부산,960771,리우3호,2024,017,최종,내항,입항,200,2024-05-08 14:40,2024-05-13 02:00,,2024-05-13 11:50,기타,,MWB,01,봉래동물량장,울산,울산,석유제품 운반선,3,0,0,0,0,0,0,N,N,,
부산,066597,한성8호,2024,039,최종,내항,입항,164,2024-05-08 14:45,2024-05-10 14:35,,2024-05-13 09:36,기타,,MW5,01,5물량장 1선석,여수,여수,석유제품 운반선,4,1,0,0,0,0,0,N,N,,
부산,066597,한성8호,2024,039,최종,내항,출항,164,2024-05-08 14:45,2024-05-10 14:35,,2024-05-13 09:36,기타,,MW5,01,5물량장 1선석,여천항,여수,석유제품 운반선,4,1,0,0,0,0,0,N,N,,
부산,200036,극동1호,2024,011,최종,내항,입항,299,2024-05-08 14:45,2024-05-28 03:45,,2024-05-28 10:19,기타,,MW5,01,5물량장 1선석,기타항,진해,석유제품 운반선,2,3,0,0,0,0,0,N,N,,
부산,200036,극동1호,2024,011,최종,내항,출항,299,2024-05-08 14:45,2024-05-28 03:45,,2024-05-28 10:19,기타,,OLD,01,동명호안,기타항,진해,석유제품 운반선,2,3,0,0,0,0,0,N,N,,
부산,VRUX7,ZIM SAMMY OFER,2024,002,최종,외항,입항,"152,204",2024-05-08 15:06,2024-05-10 03:23,2024-05-08 15:00,2024-05-09 10:13,기타,24ZIMU0098I,MSN,08,신항 2부두 5선석,KINGSTON,SHANGHAI,풀컨테이너선,,26,2,3,,6,6,Y,Y,,
부산,VRUX7,ZIM SAMMY OFER,2024,002,최종,외항,출항,"152,204",2024-05-08 15:06,2024-05-10 03:23,2024-05-10 03:00,2024-05-10 09:21,기타,24ZIMU0098E,MSN,08,신항 2부두 5선석,KINGSTON,SHANGHAI,풀컨테이너선,,25,2,3,,6,,Y,Y,,
부산,DSRB8,DOOWOO FAMILY,2024,017,최종,외항,출항,"8,616",2024-05-08 15:30,2024-05-10 00:40,2024-05-10 00:40,2024-05-10 08:38,기타,24DWICB418E,MSL,01,신항 다목적부두,DALIAN,WEIHAI,풀컨테이너선,4,14,,,,,,Y,Y,,
부산,DSRB8,DOOWOO FAMILY,2024,017,최종,외항,입항,"8,616",2024-05-08 15:30,2024-05-10 00:40,2024-05-08 15:30,2024-05-10 08:38,기타,24DWICB417I,MB7,03,7부두 73선석,DALIAN,WEIHAI,풀컨테이너선,4,14,,,,,,Y,Y,,
부산,D7CL,SM QINGDAO,2024,006,최종,외항,입항,"40,741",2024-05-08 15:40,2024-05-09 05:52,2024-05-08 15:40,2024-05-10 09:11,기타,24SMLM0085I,MS3,04,신항 3부두 4선석,VANCOUVER,SHANGHAI,풀컨테이너선,15,8,3,4,,,,Y,Y,,
부산,D7CL,SM QINGDAO,2024,006,최종,외항,출항,"40,741",2024-05-08 15:40,2024-05-09 05:52,2024-05-09 05:52,2024-05-10 09:19,기타,24SMLME085E,MS3,04,신항 3부두 4선석,VANCOUVER,SHANGHAI,풀컨테이너선,14,8,3,4,,,,Y,Y,,
부산,060333,15영신,2024,217,최종,내항,입항,40,2024-05-08 15:50,2024-05-08 16:00,,2024-05-28 14:37,기타,,MQU,01,부광조선 2안벽(YS조선),기타항,기타항,기타선,1,1,0,0,0,0,0,N,N,,
부산,060333,15영신,2024,217,최종,내항,출항,40,2024-05-08 15:50,2024-05-08 16:00,,2024-05-28 14:37,기타,,MQU,01,부광조선 2안벽(YS조선),기타항,기타항,기타선,1,1,0,0,0,0,0,N,N,,
부산,230010,스카이마스,2024,048,최종,내항,입항,858,2024-05-08 15:50,2024-05-09 22:35,,2024-05-10 13:03,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,4,5,0,0,0,0,0,N,N,,
부산,230010,스카이마스,2024,048,최종,내항,출항,858,2024-05-08 15:50,2024-05-09 22:35,,2024-05-10 13:03,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,4,5,0,0,0,0,0,N,N,,
부산,220001,제301신흥호,2024,020,최종,내항,출항,186,2024-05-08 16:05,2024-05-09 05:35,,2024-08-16 14:41,기타,,MQF,02,감천 선기조합조선소 안벽-02,기타항,기타항,견인용예선,4,4,0,0,0,0,0,N,N,,
부산,220001,제301신흥호,2024,020,최종,내항,입항,186,2024-05-08 16:05,2024-05-09 05:35,,2024-08-16 14:41,기타,,MQF,02,감천 선기조합조선소 안벽-02,기타항,기타항,견인용예선,4,4,0,0,0,0,0,N,N,,
부산,170014,건룡호,2024,017,최종,내항,출항,198,2024-05-08 16:10,2024-05-09 06:15,,2024-05-10 09:57,기타,,MW5,01,5물량장 1선석,옥계항,마산,급유선,3,0,0,0,0,0,0,N,N,,
부산,170014,건룡호,2024,017,최종,내항,입항,198,2024-05-08 16:10,2024-05-09 06:15,,2024-05-10 09:57,기타,,MW5,01,5물량장 1선석,옥계항,마산,급유선,3,0,0,0,0,0,0,N,N,,
부산,216804,보광티아라,2024,023,최종,내항,입항,823,2024-05-08 16:35,2024-05-09 20:15,,2024-05-10 16:12,기타,,MW5,01,5물량장 1선석,여천항,옥포,석유제품 운반선,4,4,0,0,0,0,0,N,N,,
부산,216804,보광티아라,2024,023,최종,내항,출항,823,2024-05-08 16:35,2024-05-09 20:15,,2024-05-10 16:12,기타,,MW5,01,5물량장 1선석,여천항,옥포,석유제품 운반선,4,4,0,0,0,0,0,N,N,,
부산,060333,15영신,2024,218,최종,내항,출항,40,2024-05-08 16:45,2024-05-09 08:55,,2024-05-28 15:03,기타,,*WN,01,남항 물량장,기타항,기타항,기타선,1,1,0,0,0,0,0,N,N,,
부산,060333,15영신,2024,218,최종,내항,입항,40,2024-05-08 16:45,2024-05-09 08:55,,2024-05-28 15:03,기타,,*WN,01,남항 물량장,기타항,기타항,기타선,1,1,0,0,0,0,0,N,N,,
부산,968921,대성5호,2024,010,최종,내항,출항,45,2024-05-08 17:00,2024-05-09 14:55,,2024-05-10 14:12,기타,,MYF,07,선기조합-07(선보),옥포,옥포,견인용예선,2,0,0,0,0,0,0,N,N,970424,
부산,968921,대성5호,2024,010,최종,내항,입항,45,2024-05-08 17:00,2024-05-09 14:55,,2024-05-10 14:12,기타,,MYF,07,선기조합-07(선보),옥포,옥포,견인용예선,2,0,0,0,0,0,0,N,N,970424,
부산,C6FI8,POSORJA EXPRESS,2024,003,최종,외항,입항,"124,012",2024-05-08 17:12,2024-05-10 11:03,2024-05-08 17:12,2024-05-10 09:11,기타,24HLCU7005I,MSN,02,신항 1부두 2선석,YOKOHAMA,QINGDAO,풀컨테이너선,,25,2,,,,,Y,Y,,
부산,C6FI8,POSORJA EXPRESS,2024,003,최종,외항,출항,"124,012",2024-05-08 17:12,2024-05-10 11:03,2024-05-10 11:03,2024-05-10 17:16,기타,24HLCU7005E,MSN,02,신항 1부두 2선석,YOKOHAMA,QINGDAO,풀컨테이너선,,27,2,,,,,Y,Y,,
부산,150071,영진호,2024,015,최종,내항,출항,349,2024-05-08 17:15,2024-05-10 11:40,,2024-05-13 10:28,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,3,2,0,0,0,0,0,N,N,,
부산,150071,영진호,2024,015,최종,내항,입항,349,2024-05-08 17:15,2024-05-10 11:40,,2024-05-13 10:28,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,3,2,0,0,0,0,0,N,N,,
부산,090441,9민성호,2024,043,최종,내항,출항,149,2024-05-08 17:25,2024-05-09 07:30,,2024-05-16 09:39,기타,,MW5,01,5물량장 1선석,기타항,기타항,급유선,2,1,0,0,0,0,0,N,N,,
부산,090441,9민성호,2024,043,최종,내항,입항,149,2024-05-08 17:25,2024-05-09 07:30,,2024-05-16 09:39,기타,,MW5,01,5물량장 1선석,기타항,기타항,급유선,2,1,0,0,0,0,0,N,N,,
부산,C6TN2,MAGNA,2024,033,최종,외항,입항,"5,403",2024-05-08 17:50,2024-05-09 01:45,2024-05-08 17:50,2024-05-09 10:14,기타,24CLCL445WI,MSN,04,신항 2부두 1선석,MOJI/KITAKYUSHU,HIROSHIMA,풀컨테이너선,,17,,,,,,Y,Y,,
부산,C6TN2,MAGNA,2024,033,최종,외항,출항,"5,403",2024-05-08 17:50,2024-05-09 01:45,2024-05-09 01:45,2024-05-09 10:20,기타,24CLCL446EE,MSN,04,신항 2부두 1선석,MOJI/KITAKYUSHU,HIROSHIMA,풀컨테이너선,,17,,,,,,Y,Y,,
부산,VRVD6,SITC YUHE,2024,019,최종,외항,입항,"9,925",2024-05-08 18:00,2024-05-09 11:00,2024-05-08 18:00,2024-05-09 13:13,기타,24SCLK7618I,MBR,04,감만부두 4선석(신선대감만터미널),RIZHAO,QINGDAO,풀컨테이너선,,17,,,,,,Y,Y,,
부산,VRVD6,SITC YUHE,2024,019,최종,외항,출항,"9,925",2024-05-08 18:00,2024-05-09 11:00,2024-05-09 11:00,2024-05-09 13:13,기타,24SCLK0119E,MBR,04,감만부두 4선석(신선대감만터미널),LIANYUNGANG,QINGDAO,풀컨테이너선,,17,,,,,,Y,Y,,
부산,JG5720,NEW CAMELLIA,2024,110,최종,외항,입항,"19,961",2024-05-08 18:20,2024-05-08 22:15,2024-05-08 18:30,2024-05-09 09:04,기타,24CLCL629NI,MBF,12,국제여객터미널 12선석,HAKATA/FUKUOKA,HAKATA/FUKUOKA,여객선,13,28,,,,,58,N,Y,,
부산,JG5720,NEW CAMELLIA,2024,110,최종,외항,출항,"19,961",2024-05-08 18:20,2024-05-08 22:15,2024-05-08 22:00,2024-05-09 09:04,기타,24CLCL630SE,MBF,12,국제여객터미널 12선석,HAKATA/FUKUOKA,HAKATA/FUKUOKA,여객선,13,28,,,224,58,224,N,Y,,
부산,3E5992,ULSAN VOYAGER,2024,005,최종,외항,출항,"27,828",2024-05-08 18:38,2024-05-09 15:58,2024-05-09 15:58,2024-05-10 08:30,기타,24SNKO2023E,MBR,04,감만부두 4선석(신선대감만터미널),광양,SHANGHAI,풀컨테이너선,5,15,1,1,,,3,Y,Y,,
부산,3E5992,ULSAN VOYAGER,2024,005,최종,외항,입항,"27,828",2024-05-08 18:38,2024-05-09 15:58,2024-05-08 18:35,2024-05-10 08:30,기타,24SNKO1897I,MBR,04,감만부두 4선석(신선대감만터미널),광양,SHANGHAI,풀컨테이너선,5,15,1,1,,,,Y,Y,,
부산,D8FB,PANSTAR GENIE,2024,030,최종,외항,출항,"7,323",2024-05-08 18:50,2024-05-09 12:25,2024-05-09 13:00,2024-05-10 17:18,기타,24SSPSP718E,MSL,01,신항 다목적부두,SHIDAO PT,"NAGOYA, AICHI",세미(혼재)컨테이너선,8,9,2,2,,,,N,N,,
부산,D8FB,PANSTAR GENIE,2024,030,최종,외항,입항,"7,323",2024-05-08 18:50,2024-05-09 12:25,2024-05-08 19:00,2024-05-10 17:12,기타,24PSLCP718I,MSL,01,신항 다목적부두,SHIDAO PT,"NAGOYA, AICHI",세미(혼재)컨테이너선,8,9,2,2,,,,N,N,,
부산,DSEK8,SUNNY PALM,2024,028,최종,외항,입항,"3,994",2024-05-08 19:00,2024-05-09 08:00,2024-05-08 19:00,2024-05-09 09:08,기타,24KMTC1947I,MB6,02,자성대부두 62선석,IYOMISHIMA,SHIBUSHI,풀컨테이너선,3,12,,,,,,Y,Y,,
부산,DSEK8,SUNNY PALM,2024,028,최종,외항,출항,"3,994",2024-05-08 19:00,2024-05-09 08:00,2024-05-09 08:00,2024-05-09 09:08,기타,24KMTC1948E,MB6,02,자성대부두 62선석,IYOMISHIMA,SHIBUSHI,풀컨테이너선,3,12,,,,,,Y,Y,,
부산,3E5038,SUNNY LILAC,2024,011,최종,외항,입항,"9,940",2024-05-08 19:02,2024-05-09 19:18,2024-05-08 19:02,2024-05-10 09:09,기타,24KMTC1927I,MS6,01,신항 6부두 1선석,울산,NIIGATA,풀컨테이너선,,18,7,7,,,,Y,Y,,
부산,3E5038,SUNNY LILAC,2024,011,최종,외항,출항,"9,940",2024-05-08 19:02,2024-05-09 19:18,2024-05-09 19:18,2024-05-10 09:21,기타,24KMTC1928E,MBS,01,신선대부두 1선석,울산,NIIGATA,풀컨테이너선,,18,7,7,,,,Y,Y,,
부산,200033,청담,2024,029,최종,내항,출항,"1,130",2024-05-08 19:10,2024-05-09 11:00,,2024-05-14 09:27,기타,,MW5,01,5물량장 1선석,여천항,여천항,석유제품 운반선,5,5,0,0,0,0,0,Y,N,,
부산,200033,청담,2024,029,최종,내항,입항,"1,130",2024-05-08 19:10,2024-05-09 11:00,,2024-05-10 17:19,기타,,MSN,02,신항 1부두 2선석,여천항,여천항,석유제품 운반선,5,5,0,0,0,0,0,Y,N,,
부산,5LNQ4,MSC MAGNITUDE VII,2024,002,최종,외항,출항,"75,590",2024-05-08 20:00,2024-05-09 23:16,2024-05-09 23:00,2024-05-10 09:20,기타,24MSCU0698E,MSN,01,신항 1부두 1선석,SEATTLE,QINGDAO,풀컨테이너선,,24,2,2,,,,Y,Y,,
부산,5LNQ4,MSC MAGNITUDE VII,2024,002,최종,외항,입항,"75,590",2024-05-08 20:00,2024-05-09 23:16,2024-05-08 20:00,2024-05-09 10:14,기타,24MSCU3161I,MSN,01,신항 1부두 1선석,SEATTLE,QINGDAO,풀컨테이너선,,24,2,2,,,,Y,Y,,
부산,955269,진양호,2024,032,최종,내항,입항,140,2024-05-08 21:15,2024-05-18 17:00,,2024-05-21 08:53,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,1,2,0,0,0,0,0,N,N,,
부산,955269,진양호,2024,032,최종,내항,출항,140,2024-05-08 21:15,2024-05-18 17:00,,2024-05-21 08:53,기타,,MW5,01,5물량장 1선석,울산,울산,석유제품 운반선,1,2,0,0,0,0,0,N,N,,
부산,V3IV2,KUN YUAN 3,2024,001,최종,외항,입항,"2,581",2024-05-08 21:30,2024-05-10 17:00,2024-05-08 21:30,2024-05-20 08:52,기타,24LSSPM325I,MB8,05,8부두 85선석,SHANGHAI,KAOHSIUNG,일반화물선,,12,,,,,,Y,Y,,
부산,V3IV2,KUN YUAN 3,2024,001,최종,외항,출항,"2,581",2024-05-08 21:30,2024-05-10 17:00,2024-05-10 17:00,2024-05-20 08:52,기타,24LSSPM326E,MB8,05,8부두 85선석,OCEAN DISTRICT,KAOHSIUNG,일반화물선,,12,,,,,,Y,Y,,
부산,041548,삼양1,2024,013,최종,내항,입항,137,2024-05-08 22:45,2024-05-21 16:03,,2024-05-23 13:23,기타,,*LP,01,대평동호안,기타항,대불,기타 예선,2,1,0,0,0,0,3,N,N,,
부산,041548,삼양1,2024,013,최종,내항,출항,137,2024-05-08 22:45,2024-05-21 16:03,,2024-05-23 13:23,기타,,*LP,01,대평동호안,기타항,대불,기타 예선,2,1,0,0,0,0,3,N,N,,
부산,170030,7대복,2024,016,최종,내항,출항,"1,996",2024-05-08 23:05,2024-05-09 07:35,,2024-05-09 09:21,기타,,MBE,Q3,감만부두 동측안벽 3선석(SK돌핀),여천항,여천항,석유제품 운반선,7,6,0,0,0,0,0,Y,N,,
부산,170030,7대복,2024,016,최종,내항,입항,"1,996",2024-05-08 23:05,2024-05-09 07:35,,2024-05-09 09:21,기타,,MBE,Q3,감만부두 동측안벽 3선석(SK돌핀),여천항,여천항,석유제품 운반선,7,6,0,0,0,0,0,Y,N,,
부산,5LLR3,QINGDAO VOYAGER,2024,001,최종,외항,출항,"29,764",2024-05-08 23:20,2024-05-10 03:15,2024-05-10 03:15,2024-05-10 09:24,기타,24SNKO2016E,MBS,05,신선대부두 5선석,광양,울산,풀컨테이너선,8,12,,,,,,Y,Y,,
부산,5LLR3,QINGDAO VOYAGER,2024,001,최종,외항,입항,"29,764",2024-05-08 23:20,2024-05-10 03:15,2024-05-08 23:20,2024-05-10 09:24,기타,24SNKOI003I,MBS,05,신선대부두 5선석,광양,울산,풀컨테이너선,8,12,,,,,,Y,Y,,
부산,001075,대보,2024,001,최종,내항,입항,185,2024-05-09 00:00,2024-05-23 00:00,,,,,,,,,,원유운반용 부선,,,,,,,,,,,
부산,001075,대보,2024,001,최종,내항,출항,,2024-05-09 00:00,2024-05-23 00:00,,,,,,,,,,원유운반용 부선,,,,,,,,,,,
부산,020433,신화1201호,2024,001,최종,내항,입항,537,2024-05-09 00:00,2024-05-23 00:00,,,,,,,,,,기타 부선,,,,,,,,,,,
부산,020433,신화1201호,2024,001,최종,내항,출항,,2024-05-09 00:00,2024-05-23 00:00,,,,,,,,,,기타 부선,,,,,,,,,,,
부산,030911,창신3000호,2024,001,최종,내항,출항,,2024-05-09 00:00,2024-05-16 00:00,,1950-01-01 00:00,,,,,,,,기타 부선,,,,,,,,,,,
